,Compound ID,InChIKey,SMILES,logS,logP,MW,smi
20,C4713,SQMVHTYCDBPBJL-UHFFFAOYSA-N,CCN(CC(=O)N1C(C)(C)CC=CC1(C)C)CC,-3.5959128010000003,2.6118,252.396,C C N ( C C ( = O ) N 1 C ( C ) ( C ) C C = C C 1 ( C ) C ) C C
21,C1366,LPAGFVYQRIESJQ-UHFFFAOYSA-N,c1ccc2c(c1)NCC2,-1.04,1.7926000000000002,119.164,c 1 c c c 2 c ( c 1 ) N C C 2
22,C6041,XXVROGAVTTXONC-UHFFFAOYSA-N,ClCCCNC(Cc1ccccc1)C,-2.690103788,3.227,211.731,Cl C C C N C ( C c 1 c c c c c 1 ) C
23,C5567,PTEUWWFEEPASRM-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NC1CC1)C,-3.002221529,2.8679,258.314,C C C C ( C O C ( = O ) N ) ( C O C ( = O ) N C 1 C C 1 ) C
24,C9067,IAPHXJRHXBQDQJ-WKMWQDDRSA-N,O=C1OCC2=CCN3[C@H]2[C@@H](CC3)OC(=O)[C@@]2(C[C@H]([C@@]1(C)O)C)O[C@H]2C,-0.086408021,0.34190000000000004,351.394,O = C 1 O C C 2 = C C N 3 [C@H] 2 [C@@H] ( C C 3 ) O C ( = O ) [C@@] 2 ( C [C@H] ( [C@@] 1 ( C ) O ) C ) O [C@H] 2 C
25,C5006,CAZAGSKJTOEERZ-PDGQHHTCSA-N,O=C(CN1CCN(CC1)c1ccccc1)N/N=C\c1ccc(o1)[N+](=O)[O-],-3.382856377,2.3771,357.36400000000015,O = C ( C N 1 C C N ( C C 1 ) c 1 c c c c c 1 ) N / N = C \ c 1 c c c ( o 1 ) [N+] ( = O ) [O-]
26,C9517,FAPSXSAPXXJTOU-UHFFFAOYSA-L,C[N+](CCCCCC[N+](C)(C)C)(C)C.[Br-].[Br-],0.44105874799999994,-4.0328,362.18800000000016,C [N+] ( C C C C C C [N+] ( C ) ( C ) C ) ( C ) C . [Br-] . [Br-]
27,C8933,GAMYYCRTACQSBR-UHFFFAOYSA-N,c1cnc2c(c1)[nH]cn2,-0.327434588,0.9579,119.124,c 1 c n c 2 c ( c 1 ) [nH] c n 2
28,C1471,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,-0.60000002,1.1689,88.1482,C C C C C O
29,C6348,RSMPEQBSFXBQMJ-UHFFFAOYSA-N,CCCCOc1ccc(cc1)CC(=O)N,-2.506310194,2.5936,207.269,C C C C O c 1 c c c ( c c 1 ) C C ( = O ) N
30,C7979,KGFGBSRVWKBWIC-UHFFFAOYSA-N,OCCN(C(=O)Cn1ccnc1[N+](=O)[O-])CCO,-1.383442187,-0.8723000000000001,258.231,O C C N ( C ( = O ) C n 1 c c n c 1 [N+] ( = O ) [O-] ) C C O
31,C5368,UCMKQLSOWSNOED-UHFFFAOYSA-N,NC(=N)c1ccc(cc1)OCCCOc1ccc(cc1)C(=N)N.Cl.Cl,-3.115964594,5.3067,385.288,N C ( = N ) c 1 c c c ( c c 1 ) O C C C O c 1 c c c ( c c 1 ) C ( = N ) N . Cl . Cl
32,C5796,FEJIIZAOQRTGPC-UHFFFAOYSA-N,O=C1NCNC1(c1ccccc1)c1ccccc1,-2.852579862,2.2647,238.28400000000002,O = C 1 N C N C 1 ( c 1 c c c c c 1 ) c 1 c c c c c 1
33,C8387,FXNYSZHYMGWWEZ-UHFFFAOYSA-N,Cn1c(=O)n(CC(=C)C)c(cc1=O)N,-0.989498762,0.28650000000000003,195.218,C n 1 c ( = O ) n ( C C ( = C ) C ) c ( c c 1 = O ) N
34,C3195,UPHNITDUIYSNSY-UHFFFAOYSA-N,COc1cc2c(cc1OC)CC[NH+](C2CC(c1ccc(cc1)Cl)OC(=O)C)C.[Cl-],-4.872956828,1.7368,440.36,C O c 1 c c 2 c ( c c 1 O C ) C C [NH+] ( C 2 C C ( c 1 c c c ( c c 1 ) Cl ) O C ( = O ) C ) C . [Cl-]
35,C47,GBROPGWFBFCKAG-UHFFFAOYSA-N,c1ccc2c(c1)c1ccc3c(c1cc2)ccc1c3cccc1,-7.8699999000000025,6.2994,278.347,c 1 c c c 2 c ( c 1 ) c 1 c c c 3 c ( c 1 c c 2 ) c c c 1 c 3 c c c c 1
36,C8233,TWXDDNPPQUTEOV-SBSPUUFOSA-N,CN[C@@H](Cc1ccccc1)C.Cl,-1.144948593,3.0299,185.69400000000002,C N [C@@H] ( C c 1 c c c c c 1 ) C . Cl
37,C1771,WVTKBKWTSCPRNU-KYJUHHDHSA-N,COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN([C@H]4Cc1ccc(Oc4cc(C[C@@H]3N(CC2)C)ccc4OC)cc1)C,-9.864392559,7.0382,622.75,C O c 1 c ( O C ) c c 2 c 3 c 1 O c 1 c c 4 c ( c c 1 O C ) C C N ( [C@H] 4 C c 1 c c c ( O c 4 c c ( C [C@@H] 3 N ( C C 2 ) C ) c c c 4 O C ) c c 1 ) C
38,C7637,VCVQSRCYSKKPBA-UHFFFAOYSA-N,N#Cc1ccccc1OCC(CNC(C)(C)C)O,-1.635203316,2.07698,248.321,N # C c 1 c c c c c 1 O C C ( C N C ( C ) ( C ) C ) O
39,C147,KUCQYCKVKVOKAY-OTVXOJSOSA-N,Clc1ccc(cc1)[C@@H]1CC[C@@H](CC1)C1=C(O)C(=O)c2c(C1=O)cccc2,-5.9299998,5.5051,366.837,Cl c 1 c c c ( c c 1 ) [C@@H] 1 C C [C@@H] ( C C 1 ) C 1 = C ( O ) C ( = O ) c 2 c ( C 1 = O ) c c c c 2
40,C7836,NXVAEVHJWOBXKG-UHFFFAOYSA-N,CNC(=O)c1ccccc1OC,-1.5036592519999998,1.4457,165.18900000000005,C N C ( = O ) c 1 c c c c c 1 O C
41,C5392,ODPSQUCKFGXZLL-UHFFFAOYSA-N,CCCCC(COC(=O)N)(COC(=O)N(C)C)C,-3.105900741,2.6767000000000003,260.33,C C C C C ( C O C ( = O ) N ) ( C O C ( = O ) N ( C ) C ) C
42,C2668,XURNBUIOYGQEST-UHFFFAOYSA-N,O=C1NC(=O)C2(N1)c1ccccc1CCCc1c2cccc1,-5.5462842629999995,2.9159,292.332,O = C 1 N C ( = O ) C 2 ( N 1 ) c 1 c c c c c 1 C C C c 1 c 2 c c c c 1
43,C2849,JEPRBUKYZNSROP-UHFFFAOYSA-N,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-].COc1cc2c(cc1OC)CC[NH+](C2C(Cc1ccc(cc1)[N+](=O)[O-])C)C,-5.288398281,5.7704,588.626,O C ( = O ) c 1 c c ( c c c 1 O ) S ( = O ) ( = O ) [O-] . C O c 1 c c 2 c ( c c 1 O C ) C C [NH+] ( C 2 C ( C c 1 c c c ( c c 1 ) [N+] ( = O ) [O-] ) C ) C
44,C4595,PVHUJELLJLJGLN-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OC)C,-3.669014012,3.4177,360.361,C C O C ( = O ) C 1 = C ( C ) N C ( = C ( C 1 c 1 c c c c ( c 1 ) [N+] ( = O ) [O-] ) C ( = O ) O C ) C
45,C1224,FMWLUWPQPKEARP-UHFFFAOYSA-N,ClC(Br)Cl,-1.54,2.1425,163.829,Cl C ( Br ) Cl
46,C2290,SZLXDDJXOGZPON-RZWQWLLSSA-N,CSc1ccc(cc1)C(=O)CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,-6.252960633,5.7953,444.029,C S c 1 c c c ( c c 1 ) C ( = O ) C N 1 C C [C@@] 23 [C@H] ( [C@H] 1 C c 1 c 3 c c ( c c 1 ) O ) C C C C 2 . Cl
47,C2753,PYCJDIVWRGIZJB-UHFFFAOYSA-N,C(NCc1ccccc1)CCC12CC3CC(C2)CC(C1)C3.Cl,-5.436851442999999,5.9657,319.9120000000001,C ( N C c 1 c c c c c 1 ) C C C 12 C C 3 C C ( C 2 ) C C ( C 1 ) C 3 . Cl
48,C2087,KFDCKHFUEWIBFZ-UHFFFAOYSA-N,Clc1ccc(cc1)CNCC1CCC(CC1)CNCc1ccc(cc1)Cl.Cl.Cl,-6.845936943,8.065,464.29900000000004,Cl c 1 c c c ( c c 1 ) C N C C 1 C C C ( C C 1 ) C N C c 1 c c c ( c c 1 ) Cl . Cl . Cl
49,C266,LMHCYRULPLGEEZ-UHFFFAOYSA-N,CCCCCCCI,-4.8099999,3.3918,226.09799999999998,C C C C C C C I
50,C7348,FIEYHAAMDAPVCH-UHFFFAOYSA-N,Cc1nc(=O)c2c([nH]1)cccc2,-1.844761935,1.2315,160.173,C c 1 n c ( = O ) c 2 c ( [nH] 1 ) c c c c 2
51,C6790,PZABEXWNZYLYEY-UHFFFAOYSA-N,CCN(CCOCCCOC(=O)c1ccc(cc1)N)CC,-2.220957149,2.7553,294.389,C C N ( C C O C C C O C ( = O ) c 1 c c c ( c c 1 ) N ) C C
52,C8003,NERNEXMEYQFFHU-UHFFFAOYSA-N,O=C1NC(=O)NC21CCCCC2,-1.358348175,1.1863,168.19299999999996,O = C 1 N C ( = O ) N C 21 C C C C C 2
53,C4393,DUTKSCXDHLBQRC-UHFFFAOYSA-N,CCOC(=O)c1c(C)ccc(c1OCCN1CCOCC1)C(C)C,-3.809616685,2.944,335.4380000000001,C C O C ( = O ) c 1 c ( C ) c c c ( c 1 O C C N 1 C C O C C 1 ) C ( C ) C
54,C332,UBCKGWBNUIFUST-BJMVGYQFSA-N,Cl/C=C(\c1cc(Cl)c(cc1Cl)Cl)/OP(=O)(OC)OC,-4.52,5.6015,365.962,Cl / C = C ( \ c 1 c c ( Cl ) c ( c c 1 Cl ) Cl ) / O P ( = O ) ( O C ) O C
55,C5075,ODAJVSVRPUSJQQ-UHFFFAOYSA-M,C=CCC1(C(CC)C)C(=O)NC(=S)N=C1[O-].[Na+],-3.3288981630000003,1.6031,262.30400000000003,C = C C C 1 ( C ( C C ) C ) C ( = O ) N C ( = S ) N = C 1 [O-] . [Na+]
56,C7764,FMRGPMCASSSEHQ-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)C1NCCS1,-1.55137112,2.7818,210.253,[O-] [N+] ( = O ) c 1 c c c ( c c 1 ) C 1 N C C S 1
57,C3878,HLNLXXCWUOGYSY-BQKZNIKASA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)OC(=O)c1cccnc1)CCCC2,-4.188605797,1.8043,512.552,O [C@H] ( [C@H] ( C ( = O ) O ) O ) C ( = O ) O . C N 1 C C [C@@] 23 [C@H] ( [C@H] 1 C c 1 c 3 c c ( c c 1 ) O C ( = O ) c 1 c c c n c 1 ) C C C C 2
58,C2017,ONNOFKFOZAJDHT-UHFFFAOYSA-N,OC(=O)CCCCCCNC1c2ccccc2CCc2c1cccc2,-7.113587029,4.8902,337.455,O C ( = O ) C C C C C C N C 1 c 2 c c c c c 2 C C c 2 c 1 c c c c 2
59,C4661,PLZUGJMGQQVNND-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NC(C)C)CC,-3.633501683,3.5039999999999996,274.357,C C C C ( C O C ( = O ) N ) ( C O C ( = O ) N C ( C ) C ) C C
60,C8386,WINXNKPZLFISPD-UHFFFAOYSA-M,O=C1[N-]S(=O)(=O)c2c1cccc2.[Na+],-0.989879725,1.3141,205.166,O = C 1 [N-] S ( = O ) ( = O ) c 2 c 1 c c c c 2 . [Na+]
61,C4149,OYDAIYIGFOBNQU-UHFFFAOYSA-N,CN(CC(=O)N1Cc2ccccc2CC2C1CCCC2)C.Cl,-4.003887144,3.4316,322.873,C N ( C C ( = O ) N 1 C c 2 c c c c c 2 C C 2 C 1 C C C C 2 ) C . Cl
62,C4662,ZSRGLQQAHXRPJC-UHFFFAOYSA-N,CCOC(=S)c1ccc(cc1)Cl,-3.63318719,3.052,200.685,C C O C ( = S ) c 1 c c c ( c c 1 ) Cl
63,C3897,VVAZXWHTJKJOJO-JXMROGBWSA-N,CCC(=O)N1C2CCCC1CN(C2)C/C=C/c1ccccc1,-4.178177273999999,3.0509,298.423,C C C ( = O ) N 1 C 2 C C C C 1 C N ( C 2 ) C / C = C / c 1 c c c c c 1
64,C1940,HHVSGZJTRORQKO-RRAKKABASA-M,CCCCCC[N+]12CCC(C(C1)C=C)C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)O.[Br-],-7.546736113,2.2311,489.48800000000006,C C C C C C [N+] 12 C C C ( C ( C 1 ) C = C ) C [C@@H] 2 [C@H] ( c 1 c c n c 2 c 1 c c ( O C ) c c 2 ) O . [Br-]
65,C7730,NYMLZIFRPNYAHS-UHFFFAOYSA-N,c1ccc(cc1)c1ncn[nH]1,-1.575950178,1.4717,145.161,c 1 c c c ( c c 1 ) c 1 n c n [nH] 1
66,C8453,SHPIBZXFYWMQBR-UHFFFAOYSA-M,O=C(C(c1cccs1)(c1ccccc1)O)OC1CC[N+](C1)(C)C.[Br-],-0.9377418790000001,-0.6613,412.341,O = C ( C ( c 1 c c c s 1 ) ( c 1 c c c c c 1 ) O ) O C 1 C C [N+] ( C 1 ) ( C ) C . [Br-]
67,C6465,ZWGHUIKEIAHGCZ-UHFFFAOYSA-N,COc1ccc2c(c1C[NH+](C)C)oc(c(c2=O)C)C.[Cl-],-2.436467555,-1.9331,297.777,C O c 1 c c c 2 c ( c 1 C [NH+] ( C ) C ) o c ( c ( c 2 = O ) C ) C . [Cl-]
68,C5576,IHWQUKMGROAAEH-UHFFFAOYSA-N,Nc1oc2c(n1)cc(c(c2)Cl)Cl,-2.993675881,3.298,203.025,N c 1 o c 2 c ( n 1 ) c c ( c ( c 2 ) Cl ) Cl
69,C8222,KBLOTQMFQLJJPR-UHFFFAOYSA-N,CC1CNC(N1)(C(F)(F)F)C(F)(F)F.O,-1.157764311,1.9819,240.14700000000002,C C 1 C N C ( N 1 ) ( C ( F ) ( F ) F ) C ( F ) ( F ) F . O
70,C503,DCUJJWWUNKIJPH-UHFFFAOYSA-N,Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76,3.5617,230.907,Cl c 1 c c c c ( n 1 ) C ( Cl ) ( Cl ) Cl
71,C8250,DQUIGLNWFFUKSE-UHFFFAOYSA-N,OC(COC(=O)C)COc1ccccc1,-1.1295680259999998,0.9894,210.226,O C ( C O C ( = O ) C ) C O c 1 c c c c c 1
72,C6715,UOCJDOLVGGIYIQ-PBFPGSCMSA-N,O=C([C@@H](c1ccc(cc1)O)N)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)CSc1n[nH]nc1,-2.266303058,1.0701,462.50300000000004,O = C ( [C@@H] ( c 1 c c c ( c c 1 ) O ) N ) N [C@@H] 1 C ( = O ) N 2 [C@@H] 1 S C C ( = C 2 C ( = O ) O ) C S c 1 n [nH] n c 1
73,C6563,DTESHEPEJUMCJO-UHFFFAOYSA-N,NNC(Cc1ccccc1Cl)C.Cl,-2.3660008980000002,3.6275,221.127,N N C ( C c 1 c c c c c 1 Cl ) C . Cl
74,C2024,NBEALWAVEGMZQY-UHFFFAOYSA-N,C#CC(c1ccccc1)(c1ccccc1)OC(=O)NC1CCCCC1,-7.088437071,5.0132,333.4240000000001,C # C C ( c 1 c c c c c 1 ) ( c 1 c c c c c 1 ) O C ( = O ) N C 1 C C C C C 1
75,C7006,STYQHICBPYRHQK-UHFFFAOYSA-N,Brc1ccc(cc1)S(=O)(=O)N,-2.084145091,2.8776,236.08599999999998,Br c 1 c c c ( c c 1 ) S ( = O ) ( = O ) N
76,C733,KMGBZBJJOKUPIA-UHFFFAOYSA-N,CCCCI,-2.96,2.2215,184.019,C C C C I
77,C6217,HOYRZHJJAHRMLL-UHFFFAOYSA-N,Cc1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O,-2.587773878,2.5634,198.13299999999998,C c 1 c c ( [N+] ( = O ) [O-] ) c ( c ( c 1 ) [N+] ( = O ) [O-] ) O
78,C1180,VQDXQNNYGSEHPU-UHFFFAOYSA-N,O=C1NC(=O)NC(=O)C21CCC2,-1.65,0.1803,168.15,O = C 1 N C ( = O ) N C ( = O ) C 21 C C C 2
79,C7322,NDVDXOIGBPXNAP-UHFFFAOYSA-N,Nc1ccc(cc1)C(=O)Nc1ccncc1.Cl.Cl,-1.8711421419999998,4.1743,286.157,N c 1 c c c ( c c 1 ) C ( = O ) N c 1 c c n c c 1 . Cl . Cl
80,C4230,KNZADIMHVBBPOA-UHFFFAOYSA-N,CCCCOc1ccc(cc1)C(=O)CCN1CCCCC1.Cl,-3.9401821210000003,4.6641,325.873,C C C C O c 1 c c c ( c c 1 ) C ( = O ) C C N 1 C C C C C 1 . Cl
81,C4012,BKYKPTRYDKTTJY-UHFFFAOYSA-N,Clc1cc2NC(CC3CCCC3)NS(=O)(=O)c2cc1S(=O)(=O)N,-4.105131919,4.9263,379.88300000000004,Cl c 1 c c 2 N C ( C C 3 C C C C 3 ) N S ( = O ) ( = O ) c 2 c c 1 S ( = O ) ( = O ) N
82,C659,NCXMLFZGDNKEPB-MJXHKMJHSA-N,C[C@H]1C/C=C\C=C\C=C/C=C/[C@H](O[C@H]2O[C@H](C)[C@H]([C@@H]([C@@H]2O)N)O)C[C@H]2O[C@](C[C@H](C[C@H]3[C@H](/C=C/C(=O)O1)O3)O)(O)C[C@H]([C@@H]2C(=O)O)O,-3.21,0.82,665.725,C [C@H] 1 C / C = C \ C = C \ C = C / C = C / [C@H] ( O [C@H] 2 O [C@H] ( C ) [C@H] ( [C@@H] ( [C@@H] 2 O ) N ) O ) C [C@H] 2 O [C@] ( C [C@H] ( C [C@H] 3 [C@H] ( / C = C / C ( = O ) O 1 ) O 3 ) O ) ( O ) C [C@H] ( [C@@H] 2 C ( = O ) O ) O
83,C9478,OFOPDXDDEDPPBK-UHFFFAOYSA-L,CCC[N+](CCOCC[N+](CCC)(C)C)(C)C.[Br-].[Br-],0.39120982200000004,-4.0162,406.241,C C C [N+] ( C C O C C [N+] ( C C C ) ( C ) C ) ( C ) C . [Br-] . [Br-]
84,C1158,LMYRWZFENFIFIT-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)N,-1.74,2.4235,171.217,C c 1 c c c ( c c 1 ) S ( = O ) ( = O ) N
85,C8507,ALBSWLMUHHZLLR-UHFFFAOYSA-N,[O-][N+](=O)CC(=O)OC,-0.8911328070000001,-0.0407,119.07600000000001,[O-] [N+] ( = O ) C C ( = O ) O C
86,C6414,BYHDDXPKOZIZRV-UHFFFAOYSA-N,OC(=O)CCCCc1ccccc1,-2.465653409,2.484,178.22799999999995,O C ( = O ) C C C C c 1 c c c c c 1
87,C747,NHUHCSRWZMLRLA-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)Nc1onc(c1C)C,-2.9100001,3.4094,267.30400000000003,N c 1 c c c ( c c 1 ) S ( = O ) ( = O ) N c 1 o n c ( c 1 C ) C
88,C8591,XNLGSAWYMBYCPW-VGOFMYFVSA-N,O/N=C/CCC(=O)c1ccc(cc1)OCC(CO)O,-0.801655653,0.8415,267.278,O / N = C / C C C ( = O ) c 1 c c c ( c c 1 ) O C C ( C O ) O
89,C2034,HETTWOPRDUZXMX-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)C)CCBr,-7.060267847,4.8104,441.157,Br C C N ( c 1 c c c ( c c 1 ) O C ( = O ) c 1 c c c ( c c 1 ) C ) C C Br
90,C3332,NZLBHDRPUJLHCE-UHFFFAOYSA-N,CCN(CCCN(C1Cc2c(C1)cccc2)c1ccccc1)CC,-4.694210132,4.3923,322.487,C C N ( C C C N ( C 1 C c 2 c ( C 1 ) c c c c 2 ) c 1 c c c c c 1 ) C C
91,C5016,MHIJSBZYRPBLSD-UHFFFAOYSA-N,C=CCN1CCCCC1Cc1ccccc1.Cl,-3.375746411,4.0095,251.795,C = C C N 1 C C C C C 1 C c 1 c c c c c 1 . Cl
92,C2014,YQNFBOJPTAXAKV-OMCISZLKSA-N,OC(=O)CCc1c(I)cc(c(c1I)/N=C/N(C)C)I,-7.1289965460000015,3.739,597.957,O C ( = O ) C C c 1 c ( I ) c c ( c ( c 1 I ) / N = C / N ( C ) C ) I
93,C4070,HJXQETKWGAZTPT-UHFFFAOYSA-M,CC(=O)NCCSSc1cc(Cl)ccc1c1ccc(cc1S(=O)[O-])Cl.[Na+],-4.06351342,6.0314,458.37800000000004,C C ( = O ) N C C S S c 1 c c ( Cl ) c c c 1 c 1 c c c ( c c 1 S ( = O ) [O-] ) Cl . [Na+]
94,C2651,QQWVCTZTGVJUCK-UHFFFAOYSA-N,CCCCCCCOc1ccc(cc1)C(=O)CCN1CCCCC1.Cl,-5.572803163,5.8344000000000005,367.95300000000003,C C C C C C C O c 1 c c c ( c c 1 ) C ( = O ) C C N 1 C C C C C 1 . Cl
95,C1528,GUBGYTABKSRVRQ-QRZGKKJRSA-N,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,-0.23999999,-5.3972,342.296,O C [C@H] 1 O [C@@H] ( O ) [C@@H] ( [C@H] ( [C@@H] 1 O [C@@H] 1 O [C@H] ( C O ) [C@H] ( [C@@H] ( [C@H] 1 O ) O ) O ) O ) O
96,C2779,PVVOWFXFXMECMS-UHFFFAOYSA-N,OS(=O)(=O)SCCNCCCCCCCCCCCc1ccccc1,-5.392480732,6.3373,387.6,O S ( = O ) ( = O ) S C C N C C C C C C C C C C C c 1 c c c c c 1
97,C6044,KFTWTNRNXVBUCC-UHFFFAOYSA-N,OC(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)NC(=O)C,-2.686456695,1.8594,314.314,O C ( = O ) C C C ( = O ) N c 1 c c c ( c c 1 ) S ( = O ) ( = O ) N C ( = O ) C
98,C8787,IRTZMJWVZQYURE-UHFFFAOYSA-N,CN(C(=O)C(=O)N(N(C(=O)C)C)c1ccccc1)C,-0.534519571,0.5011,263.29200000000003,C N ( C ( = O ) C ( = O ) N ( N ( C ( = O ) C ) C ) c 1 c c c c c 1 ) C
99,C5186,OIPVGRCXMFBNAN-SNAWJCMRSA-N,OC(=O)/C=C/c1c(Cl)cccc1Cl,-3.25736854,3.0912,217.049,O C ( = O ) / C = C / c 1 c ( Cl ) c c c c 1 Cl
100,C4705,HOTDMJSWRGBPDM-UHFFFAOYSA-N,CCCCCSc1ccc(cc1)CC(=O)NO,-3.598917372,3.4077,253.36,C C C C C S c 1 c c c ( c c 1 ) C C ( = O ) N O
101,C1181,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,-1.64,1.6866,78.1118,c 1 c c c c c 1
