,Compound ID,InChIKey,SMILES,logS,logP,MW,smi
47,C1866,BRZHTUISXPQTLF-QYEGGRDRSA-N,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C[C@H]([C@@]2([C@]1(C)CC[C@@H](C2)OC(=O)CCC(=O)O)O)OC(=O)C)C)C,-8.180970934,6.5408,562.778,C C ( C C C [C@H] ( [C@H] 1 C C [C@@H] 2 [C@] 1 ( C ) C C [C@H] 1 [C@H] 2 C [C@H] ( [C@@] 2 ( [C@] 1 ( C ) C C [C@@H] ( C 2 ) O C ( = O ) C C C ( = O ) O ) O ) O C ( = O ) C ) C ) C
48,C972,XDNBJTQLKCIJBV-SFHVURJKSA-N,CCOP(=S)(Oc1ccc(cc1)[S@@](=O)C)OCC,-2.3,4.6166,308.3540000000001,C C O P ( = S ) ( O c 1 c c c ( c c 1 ) [S@@] ( = O ) C ) O C C
49,C2635,FWXCTXLSDFLQJC-UHFFFAOYSA-N,CCCCCCCOc1cccc(c1)NC(=O)OCC[NH+]1CCCCC1.[Cl-],-5.599208683,2.2993,398.967,C C C C C C C O c 1 c c c c ( c 1 ) N C ( = O ) O C C [NH+] 1 C C C C C 1 . [Cl-]
50,C6835,HCBHQDKBSKYGCK-UHFFFAOYSA-N,OC(=O)c1c(C)cccc1C,-2.1846246330000003,2.0016,150.175,O C ( = O ) c 1 c ( C ) c c c c 1 C
51,C1353,BMVXCPBXGZKUPN-UHFFFAOYSA-N,CCCCCCN,-1.1,2.2257,101.19,C C C C C C N
52,C4335,ZAHXYMFVNNUHCP-UHFFFAOYSA-N,C1CN=C(N1)Cc1cccc2c1cccc2.[O-][N+](=O)O,-3.8522956789999996,2.3239,273.28700000000003,C 1 C N = C ( N 1 ) C c 1 c c c c 2 c 1 c c c c 2 . [O-] [N+] ( = O ) O
53,C6599,WBUOVKBZJOIOAE-UHFFFAOYSA-N,N#Cc1cccc(c1)Cl,-2.345279631,2.21168,137.566,N # C c 1 c c c c ( c 1 ) Cl
54,C6651,DZNHKWPUFQKTRB-UHFFFAOYSA-N,Nc1ccc(cc1)C(=O)Nc1nccc(c1)C,-2.3112133999999998,2.8787000000000003,227.262,N c 1 c c c ( c c 1 ) C ( = O ) N c 1 n c c c ( c 1 ) C
55,C962,DDBREPKUVSBGFI-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,-2.3199999,1.358,232.235,C C C 1 ( C ( = O ) N C ( = O ) N C 1 = O ) c 1 c c c c c 1
56,C7937,YKLWSXVRKIUYOM-UHFFFAOYSA-M,CCC(COC(=O)CCC(=O)[O-])(CO)CC.[Na+],-1.428008414,-0.1416,254.255,C C C ( C O C ( = O ) C C C ( = O ) [O-] ) ( C O ) C C . [Na+]
57,C3691,VJECBOKJABCYMF-UHFFFAOYSA-N,CS(=O)(=O)O.COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1COc2c(O1)cccc2,-4.354634599,2.8867000000000003,547.581,C S ( = O ) ( = O ) O . C O c 1 c c 2 n c ( n c ( c 2 c c 1 O C ) N ) N 1 C C N ( C C 1 ) C ( = O ) C 1 C O c 2 c ( O 1 ) c c c c 2
58,C5688,CZSWOHZGKULBMJ-UHFFFAOYSA-N,Cc1cc(OCCCCNCCSS(=O)(=O)O)nc2c1cccc2,-2.917489087,4.2995,370.48699999999997,C c 1 c c ( O C C C C N C C S S ( = O ) ( = O ) O ) n c 2 c 1 c c c c 2
59,C9101,XWTYSIMOBUGWOL-UHFFFAOYSA-N,OC(c1cc(O)cc(c1)O)CNC(C)(C)C,-0.024766417000000002,1.9102,225.28400000000002,O C ( c 1 c c ( O ) c c ( c 1 ) O ) C N C ( C ) ( C ) C
60,C4863,VNDAPXAHSWGLCJ-SOFGYWHQSA-N,[O-][N+](=O)/C(=C/c1cnc(n1C)[N+](=O)[O-])/CCCC,-3.493032072,3.1825,254.243,[O-] [N+] ( = O ) / C ( = C / c 1 c n c ( n 1 C ) [N+] ( = O ) [O-] ) / C C C C
61,C3354,XTBYBRINUMAOSK-UHFFFAOYSA-N,Brc1ccc(cc1)C(=O)OCCCN1CCCCC1C,-4.6738768969999995,3.8083,340.255,Br c 1 c c c ( c c 1 ) C ( = O ) O C C C N 1 C C C C C 1 C
62,C6039,RVIZCXZRYPJRIC-UHFFFAOYSA-N,N/C(=N\CCSCc1ccccc1)/CSS(=O)(=O)O,-2.690833542,3.5941,320.45099999999996,N / C ( = N \ C C S C c 1 c c c c c 1 ) / C S S ( = O ) ( = O ) O
63,C2491,AURYFRZDONQWIG-UHFFFAOYSA-N,C[NH+](CCn1c2ccc(cc2[nH]c2c(c1=O)cccc2)Cl)C.[Cl-],-5.846158381,-1.1531,352.25800000000015,C [NH+] ( C C n 1 c 2 c c c ( c c 2 [nH] c 2 c ( c 1 = O ) c c c c 2 ) Cl ) C . [Cl-]
64,C1910,JJWKNGOUNQRAIP-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)C(F)(F)F)CCBr,-7.808232024,5.5208,495.12800000000004,Br C C N ( c 1 c c c ( c c 1 ) O C ( = O ) c 1 c c c ( c c 1 ) C ( F ) ( F ) F ) C C Br
65,C5813,WKPXEIUGKVJYTP-UHFFFAOYSA-N,OC(COc1ccccc1)CNCC1CCc2c(N1)cccc2.Cl.Cl.O,-2.842247597,4.5114,403.343,O C ( C O c 1 c c c c c 1 ) C N C C 1 C C c 2 c ( N 1 ) c c c c 2 . Cl . Cl . O
66,C4801,BTNNPSLJPBRMLZ-LGMDPLHJSA-N,O=CN(/C(=C(\SC(=O)c1ccccc1)/CCOP(=O)(O)O)/C)Cc1cnc(nc1N)C,-3.539114283,3.8472,466.44800000000004,O = C N ( / C ( = C ( \ S C ( = O ) c 1 c c c c c 1 ) / C C O P ( = O ) ( O ) O ) / C ) C c 1 c n c ( n c 1 N ) C
67,C2077,ZKURGBYDCVNWKH-UHFFFAOYSA-N,O=C(N1c2ccc(cc2Sc2c1ccc(c2)N(C)C)N(C)C)c1ccccc1,-6.876196657,5.3267,389.51300000000003,O = C ( N 1 c 2 c c c ( c c 2 S c 2 c 1 c c c ( c 2 ) N ( C ) C ) N ( C ) C ) c 1 c c c c c 1
68,C4424,HQFCELSVOFCACS-UHFFFAOYSA-N,[O-][N+](=O)c1cc(ccc1Oc1ccccc1)[N+](=O)[O-],-3.7835675460000004,4.3417,260.202,[O-] [N+] ( = O ) c 1 c c ( c c c 1 O c 1 c c c c c 1 ) [N+] ( = O ) [O-]
69,C4030,ASFIIEDZBJDLBD-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)CC)c1cccs1.Cl,-4.08803664,4.5324,331.901,C C C C N 1 C C C ( C C 1 ) ( O C ( = O ) C C ) c 1 c c c s 1 . Cl
70,C5529,NIPRGEWHJUTVQK-UHFFFAOYSA-N,S=C1NCCC(O1)COc1ccccc1,-3.020489651,2.0576,223.291,S = C 1 N C C C ( O 1 ) C O c 1 c c c c c 1
71,C612,HCAUQPZEWLULFJ-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2cccn1,-3.3599998999999996,3.388,179.217,c 1 c c c 2 c ( c 1 ) c c c 1 c 2 c c c n 1
72,C7744,BNZYRKVSCLSXSJ-IOSLPCCCSA-N,OC[C@H]1O[C@@]([C@@H]([C@@H]1O)O)(CO)n1cnc2c1ncnc2N,-1.570062557,-2.2523,297.267,O C [C@H] 1 O [C@@] ( [C@@H] ( [C@@H] 1 O ) O ) ( C O ) n 1 c n c 2 c 1 n c n c 2 N
73,C1097,IHPDTPWNFBQHEB-OKILXGFUSA-N,O[C@H]([C@@H](c1ccccc1)O)c1ccccc1,-1.9299998999999999,2.4536,214.26,O [C@H] ( [C@@H] ( c 1 c c c c c 1 ) O ) c 1 c c c c c 1
74,C9042,QISTUHYRFABJSG-UHFFFAOYSA-N,CN1CCN(C1c1ccccc1)C,-0.132217805,1.4382,176.25799999999995,C N 1 C C N ( C 1 c 1 c c c c c 1 ) C
75,C3377,UXZQBAUCVHFILC-UHFFFAOYSA-N,CCN(CCOC(=O)N(c1ccccc1)c1ccccc1)CC.Cl,-4.655610492,5.1051,348.86699999999996,C C N ( C C O C ( = O ) N ( c 1 c c c c c 1 ) c 1 c c c c c 1 ) C C . Cl
76,C7591,TWCGUXQAABROHJ-UHFFFAOYSA-M,[O-]C(=O)c1nnn(c1C)c1ccccc1.[Na+],-1.673107704,-0.0608,225.179,[O-] C ( = O ) c 1 n n n ( c 1 C ) c 1 c c c c c 1 . [Na+]
77,C9371,HNWCOANXZNKMLR-UHFFFAOYSA-N,NCc1c(CO)cnc(c1O)C.Cl.Cl,0.316751179,2.3509,241.115,N C c 1 c ( C O ) c n c ( c 1 O ) C . Cl . Cl
78,C2143,SHTAFWKOISOCBI-UHFFFAOYSA-N,CCOC(=O)C1(CCN(CC1)CCC(c1ccccc1)(c1ccccc1)C#N)c1ccccc1.Cl,-6.676521367,6.22318,489.048,C C O C ( = O ) C 1 ( C C N ( C C 1 ) C C C ( c 1 c c c c c 1 ) ( c 1 c c c c c 1 ) C # N ) c 1 c c c c c 1 . Cl
79,C9455,DFPHFJOBKOEGQC-UHFFFAOYSA-L,CC[N+](CCOCC[N+]1(CC)CCOCC1)(C)C.[Br-].[Br-],0.376512936,-5.067,420.224,C C [N+] ( C C O C C [N+] 1 ( C C ) C C O C C 1 ) ( C ) C . [Br-] . [Br-]
80,C5934,JCDFYLCJMXKBNO-UHFFFAOYSA-N,CNc1nc2c(o1)ccc(c2)Cl,-2.763206844,2.5959,182.607,C N c 1 n c 2 c ( o 1 ) c c c ( c 2 ) Cl
81,C2953,ONSQUXZPOPTSQF-UHFFFAOYSA-N,CN(CCCC1(O)c2ccccc2CCc2c1cccc2)C,-5.158694839,3.3629,295.4190000000001,C N ( C C C C 1 ( O ) c 2 c c c c c 2 C C c 2 c 1 c c c c 2 ) C
82,C5335,HNYGUIIKHLACQV-UHFFFAOYSA-N,SCCNCCCCOc1ccc(cn1)Br.Cl,-3.1426996910000002,3.7154,341.695,S C C N C C C C O c 1 c c c ( c n 1 ) Br . Cl
83,C7816,KMFNIYQGYUDSDZ-BTJKTKAUSA-N,[O-]C(=O)/C=C\C(=O)O.NCC([NH+]1CCCCC1)c1cccs1,-1.5185685080000002,1.4633,326.411,[O-] C ( = O ) / C = C \ C ( = O ) O . N C C ( [NH+] 1 C C C C C 1 ) c 1 c c c s 1
84,C1768,MIJYXULNPSFWEK-GTOFXWBISA-N,O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C)C,-9.925642185,7.2336,456.7,O [C@H] 1 C C [C@] 2 ( [C@H] ( C 1 ( C ) C ) C C [C@@] 1 ( [C@@H] 2 C C = C 2 [C@@] 1 ( C ) C C [C@@] 1 ( [C@H] 2 C C ( C ) ( C ) C C 1 ) C ( = O ) O ) C ) C
85,C7800,UHDKXFCUGVGVDP-UHFFFAOYSA-N,CCNC(=O)c1ccccc1O,-1.527792931,1.5328,165.18900000000005,C C N C ( = O ) c 1 c c c c c 1 O
86,C1233,QTOMCRXZFDHJOL-UHFFFAOYSA-N,CCCC(CO)(C)C,-1.52,1.805,116.20100000000001,C C C C ( C O ) ( C ) C
87,C4922,AWLILQARPMWUHA-FJXQXJEOSA-M,CCC[C@@H](C1(CC)C(=O)NC(=S)N=C1[O-])C.[Na+],-3.43985715,1.8271,264.32,C C C [C@@H] ( C 1 ( C C ) C ( = O ) N C ( = S ) N = C 1 [O-] ) C . [Na+]
88,C3813,QUCYHTNWCIUCRQ-UHFFFAOYSA-N,CC(N(C)C)CCC12CC3CC(C2)CC(C1)C3.Cl,-4.238466411,4.7351,271.869,C C ( N ( C ) C ) C C C 12 C C 3 C C ( C 2 ) C C ( C 1 ) C 3 . Cl
89,C9714,IXSOBROTCIOFLL-UHFFFAOYSA-N,OC(c1ccc(c(c1)O)C)C([NH3+])C.[Cl-],0.662155556,-2.6316,217.69299999999998,O C ( c 1 c c c ( c ( c 1 ) O ) C ) C ( [NH3+] ) C . [Cl-]
90,C4968,ZTYRCJNTGWMELW-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)N(C1=O)CN1CCCCC1)c1ccccc1,-3.4037802289999997,2.0608,329.394,C C C 1 ( C ( = O ) N C ( = O ) N ( C 1 = O ) C N 1 C C C C C 1 ) c 1 c c c c c 1
91,C5085,SENPVRDOTJDJJN-UHFFFAOYSA-N,Clc1cnc(c(c1)Cl)SCCCN1CSCC1.Cl,-3.32388695,4.6168,345.73900000000015,Cl c 1 c n c ( c ( c 1 ) Cl ) S C C C N 1 C S C C 1 . Cl
92,C768,IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(c1)C,-2.8199999,2.3034,106.165,C c 1 c c c c ( c 1 ) C
93,C1499,KWGRBVOPPLSCSI-PSASIEDQSA-N,CN[C@@H]([C@H](c1ccccc1)O)C,-0.41999999,1.7188,165.232,C N [C@@H] ( [C@H] ( c 1 c c c c c 1 ) O ) C
94,C8066,GPFAJKDEDBRFOS-FKQDBXSBSA-N,CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)O)c(cc1)OCCN1CCOCC1,-1.2994015890000001,1.0793,398.495,C N 1 C C [C@@] 23 [C@@H] 4 [C@H] 1 C c 1 c 3 c ( O [C@H] 2 [C@H] ( C = C 4 ) O ) c ( c c 1 ) O C C N 1 C C O C C 1
95,C9603,NLMDJJTUQPXZFG-UHFFFAOYSA-N,C1NCCOCCOCCNCCOCCOC1,0.581118915,-0.0968,262.346,C 1 N C C O C C O C C N C C O C C O C 1
96,C2458,OEVLSXWDRPDGPK-UHFFFAOYSA-N,CN1CCN(CC1)CCCC1c2ccccc2Sc2c1cccc2.Cl.Cl,-5.89996513,5.7905,411.431,C N 1 C C N ( C C 1 ) C C C C 1 c 2 c c c c c 2 S c 2 c 1 c c c c 2 . Cl . Cl
97,C2702,CCDDAZAJRNNGBK-UHFFFAOYSA-N,COc1c(CNCC2CCC(CC2)CNCc2cccc(c2OC)OC)cccc1OC.Cl.Cl,-5.502727126,6.7926,515.513,C O c 1 c ( C N C C 2 C C C ( C C 2 ) C N C c 2 c c c c ( c 2 O C ) O C ) c c c c 1 O C . Cl . Cl
98,C3901,WMARGRHKDQCEBH-UHFFFAOYSA-N,CCc1ccc2c(c1)C(=O)C(CC2)C[NH+]1CCCCC1.[Cl-],-4.174488866,0.6361,307.858,C C c 1 c c c 2 c ( c 1 ) C ( = O ) C ( C C 2 ) C [NH+] 1 C C C C C 1 . [Cl-]
99,C9123,RZCJLMTXBMNRAD-UHFFFAOYSA-N,CC(Cc1ccc(cc1)O)N.Br,0.009033913000000001,2.9403,232.118,C C ( C c 1 c c c ( c c 1 ) O ) N . Br
100,C7527,FPWIQSIIEYYWPP-UHFFFAOYSA-N,OC(CN1CCCCC1)COc1cccc(c1)C(=O)C,-1.7228908040000002,2.0527,277.35900000000004,O C ( C N 1 C C C C C 1 ) C O c 1 c c c c ( c 1 ) C ( = O ) C
101,C1410,FJKIXWOMBXYWOQ-UHFFFAOYSA-N,CCOC=C,-0.85000002,1.1664,72.1057,C C O C = C
102,C9272,VALMMTCBNFTXRE-UHFFFAOYSA-L,CC[N+](CCCCc1ccc(cc1)[N+](CC)(CC)C)(CC)C.[I-].[I-],0.251542964,-1.5194,560.3380000000002,C C [N+] ( C C C C c 1 c c c ( c c 1 ) [N+] ( C C ) ( C C ) C ) ( C C ) C . [I-] . [I-]
